id,car_id
t703,t703_c1
t703,t703_c2
t703,t703_c3
t703,t703_c4
t704,t704_c1
t704,t704_c2
t704,t704_c3
t705,t705_c1
t705,t705_c2
t705,t705_c3
t706,t706_c1
t706,t706_c2
t707,t707_c1
t707,t707_c2
t708,t708_c1
t708,t708_c2
t708,t708_c3
t708,t708_c4
t709,t709_c1
t709,t709_c2
t709,t709_c3
t709,t709_c4
t71,t71_c1
t71,t71_c2
t71,t71_c3
t710,t710_c1
t710,t710_c2
t710,t710_c3
t711,t711_c1
t711,t711_c2
t712,t712_c1
t712,t712_c2
t713,t713_c1
t713,t713_c2
t713,t713_c3
t714,t714_c1
t714,t714_c2
t714,t714_c3
t715,t715_c1
t715,t715_c2
t716,t716_c1
t716,t716_c2
t716,t716_c3
t716,t716_c4
t717,t717_c1
t717,t717_c2
t717,t717_c3
t718,t718_c1
t718,t718_c2
t718,t718_c3
t718,t718_c4
t719,t719_c1
t719,t719_c2
t719,t719_c3
t719,t719_c4
t72,t72_c1
t72,t72_c2
t720,t720_c1
t720,t720_c2
t721,t721_c1
t721,t721_c2
t722,t722_c1
t722,t722_c2
t722,t722_c3
t723,t723_c1
t723,t723_c2
t723,t723_c3
t723,t723_c4
t724,t724_c1
t724,t724_c2
t725,t725_c1
t725,t725_c2
t725,t725_c3
t725,t725_c4
t726,t726_c1
t726,t726_c2
t727,t727_c1
t727,t727_c2
t728,t728_c1
t728,t728_c2
t728,t728_c3
t729,t729_c1
t729,t729_c2
t729,t729_c3
t729,t729_c4
t73,t73_c1
t73,t73_c2
t73,t73_c3
t73,t73_c4
t730,t730_c1
t730,t730_c2
t730,t730_c3
t731,t731_c1
t731,t731_c2
t731,t731_c3
t732,t732_c1
t732,t732_c2
t732,t732_c3
t732,t732_c4
t733,t733_c1
t733,t733_c2
t734,t734_c1
t734,t734_c2
t734,t734_c3
t734,t734_c4
t735,t735_c1
t735,t735_c2
t735,t735_c3
t736,t736_c1
t736,t736_c2
t736,t736_c3
t737,t737_c1
t737,t737_c2
t738,t738_c1
t738,t738_c2
t738,t738_c3
t738,t738_c4
t739,t739_c1
t739,t739_c2
t739,t739_c3
t739,t739_c4
t74,t74_c1
t74,t74_c2
t74,t74_c3
t74,t74_c4
t740,t740_c1
t740,t740_c2
t740,t740_c3
t740,t740_c4
t741,t741_c1
t741,t741_c2
t742,t742_c1
t742,t742_c2
t743,t743_c1
t743,t743_c2
t744,t744_c1
t744,t744_c2
t744,t744_c3
t744,t744_c4
t745,t745_c1
t745,t745_c2
t745,t745_c3
t746,t746_c1
t746,t746_c2
t746,t746_c3
t747,t747_c1
t747,t747_c2
t747,t747_c3
t747,t747_c4
t748,t748_c1
t748,t748_c2
t748,t748_c3
t749,t749_c1
t749,t749_c2
t749,t749_c3
t75,t75_c1
t75,t75_c2
t750,t750_c1
t750,t750_c2
t751,t751_c1
t751,t751_c2
t752,t752_c1
t752,t752_c2
t752,t752_c3
t752,t752_c4
t753,t753_c1
t753,t753_c2
t753,t753_c3
t754,t754_c1
t754,t754_c2
t755,t755_c1
t755,t755_c2
t755,t755_c3
t756,t756_c1
t756,t756_c2
t756,t756_c3
t756,t756_c4
t757,t757_c1
t757,t757_c2
t757,t757_c3
t758,t758_c1
t758,t758_c2
t759,t759_c1
t759,t759_c2
t76,t76_c1
t76,t76_c2
t760,t760_c1
t760,t760_c2
t760,t760_c3
t760,t760_c4
t761,t761_c1
t761,t761_c2
t761,t761_c3
t761,t761_c4
t762,t762_c1
t762,t762_c2
t762,t762_c3
t763,t763_c1
t763,t763_c2
t764,t764_c1
t764,t764_c2
t764,t764_c3
t764,t764_c4
t765,t765_c1
t765,t765_c2
t766,t766_c1
t766,t766_c2
t766,t766_c3
t767,t767_c1
t767,t767_c2
t768,t768_c1
t768,t768_c2
t768,t768_c3
t768,t768_c4
t769,t769_c1
t769,t769_c2
t769,t769_c3
t769,t769_c4
t77,t77_c1
t77,t77_c2
t77,t77_c3
t770,t770_c1
t770,t770_c2
t770,t770_c3
t771,t771_c1
t771,t771_c2
t771,t771_c3
t771,t771_c4
t772,t772_c1
t772,t772_c2
t773,t773_c1
t773,t773_c2
t773,t773_c3
t774,t774_c1
t774,t774_c2
t774,t774_c3
t774,t774_c4
t775,t775_c1
t775,t775_c2
t775,t775_c3
t775,t775_c4
t776,t776_c1
t776,t776_c2
t776,t776_c3
t776,t776_c4
t777,t777_c1
t777,t777_c2
t777,t777_c3
t778,t778_c1
t778,t778_c2
t778,t778_c3
t778,t778_c4
t779,t779_c1
t779,t779_c2
t78,t78_c1
t78,t78_c2
t78,t78_c3
t780,t780_c1
t780,t780_c2
t780,t780_c3
t781,t781_c1
t781,t781_c2
t782,t782_c1
t782,t782_c2
t782,t782_c3
t782,t782_c4
t783,t783_c1
t783,t783_c2
t784,t784_c1
t784,t784_c2
t784,t784_c3
t785,t785_c1
t785,t785_c2
t785,t785_c3
t785,t785_c4
t786,t786_c1
t786,t786_c2
t787,t787_c1
t787,t787_c2
t788,t788_c1
t788,t788_c2
t788,t788_c3
t788,t788_c4
t789,t789_c1
t789,t789_c2
t789,t789_c3
t79,t79_c1
t79,t79_c2
t79,t79_c3
t790,t790_c1
t790,t790_c2
t790,t790_c3
t790,t790_c4
t791,t791_c1
t791,t791_c2
t791,t791_c3
t792,t792_c1
t792,t792_c2
t793,t793_c1
t793,t793_c2
t793,t793_c3
t793,t793_c4
t794,t794_c1
t794,t794_c2
t794,t794_c3
t795,t795_c1
t795,t795_c2
t795,t795_c3
t795,t795_c4
t796,t796_c1
t796,t796_c2
t796,t796_c3
t796,t796_c4
t797,t797_c1
t797,t797_c2
t797,t797_c3
t798,t798_c1
t798,t798_c2
t799,t799_c1
t799,t799_c2
t799,t799_c3
t799,t799_c4
t8,t8_c1
t8,t8_c2
t8,t8_c3
t8,t8_c4
t80,t80_c1
t80,t80_c2
t80,t80_c3
t800,t800_c1
t800,t800_c2
t800,t800_c3
t800,t800_c4
t801,t801_c1
t801,t801_c2
t801,t801_c3
t802,t802_c1
t802,t802_c2
t802,t802_c3
t803,t803_c1
t803,t803_c2
t803,t803_c3
t804,t804_c1
t804,t804_c2
t805,t805_c1
t805,t805_c2
t805,t805_c3
t806,t806_c1
t806,t806_c2
t807,t807_c1
t807,t807_c2
t807,t807_c3
t808,t808_c1
t808,t808_c2
t809,t809_c1
t809,t809_c2
t809,t809_c3
t81,t81_c1
t81,t81_c2
t81,t81_c3
t81,t81_c4
t810,t810_c1
t810,t810_c2
t810,t810_c3
t810,t810_c4
t811,t811_c1
t811,t811_c2
t812,t812_c1
t812,t812_c2
t812,t812_c3
t813,t813_c1
t813,t813_c2
t813,t813_c3
t814,t814_c1
t814,t814_c2
t815,t815_c1
t815,t815_c2
t815,t815_c3
t815,t815_c4
t816,t816_c1
t816,t816_c2
t816,t816_c3
t816,t816_c4
t817,t817_c1
t817,t817_c2
t817,t817_c3
t818,t818_c1
t818,t818_c2
t818,t818_c3
t818,t818_c4
t819,t819_c1
t819,t819_c2
t819,t819_c3
t82,t82_c1
t82,t82_c2
t82,t82_c3
t82,t82_c4
t820,t820_c1
t820,t820_c2
t821,t821_c1
t821,t821_c2
t821,t821_c3
t822,t822_c1
t822,t822_c2
t822,t822_c3
t822,t822_c4
t823,t823_c1
t823,t823_c2
t823,t823_c3
t824,t824_c1
t824,t824_c2
t824,t824_c3
t824,t824_c4
t825,t825_c1
t825,t825_c2
t825,t825_c3
t826,t826_c1
t826,t826_c2
t826,t826_c3
t827,t827_c1
t827,t827_c2
t827,t827_c3
t828,t828_c1
t828,t828_c2
t829,t829_c1
t829,t829_c2
t829,t829_c3
t829,t829_c4
t83,t83_c1
t83,t83_c2
t830,t830_c1
t830,t830_c2
t831,t831_c1
t831,t831_c2
t831,t831_c3
t831,t831_c4
t832,t832_c1
t832,t832_c2
t833,t833_c1
t833,t833_c2
t833,t833_c3
t834,t834_c1
t834,t834_c2
t835,t835_c1
t835,t835_c2
t835,t835_c3
t835,t835_c4
t836,t836_c1
t836,t836_c2
t836,t836_c3
t837,t837_c1
t837,t837_c2
t837,t837_c3
t837,t837_c4
t838,t838_c1
t838,t838_c2
t838,t838_c3
t838,t838_c4
t839,t839_c1
t839,t839_c2
t839,t839_c3
t839,t839_c4
t84,t84_c1
t84,t84_c2
t840,t840_c1
t840,t840_c2
t840,t840_c3
t840,t840_c4
t841,t841_c1
t841,t841_c2
t842,t842_c1
t842,t842_c2
t842,t842_c3
t843,t843_c1
t843,t843_c2
t843,t843_c3
t843,t843_c4
t844,t844_c1
t844,t844_c2
t845,t845_c1
t845,t845_c2
t846,t846_c1
t846,t846_c2
t847,t847_c1
t847,t847_c2
t848,t848_c1
t848,t848_c2
t848,t848_c3
t849,t849_c1
t849,t849_c2
t849,t849_c3
t849,t849_c4
t85,t85_c1
t85,t85_c2
t85,t85_c3
t850,t850_c1
t850,t850_c2
t851,t851_c1
t851,t851_c2
t851,t851_c3
t851,t851_c4
t852,t852_c1
t852,t852_c2
t853,t853_c1
t853,t853_c2
t853,t853_c3
t854,t854_c1
t854,t854_c2
t854,t854_c3
t854,t854_c4
t855,t855_c1
t855,t855_c2
t855,t855_c3
t855,t855_c4
t856,t856_c1
t856,t856_c2
t856,t856_c3
t856,t856_c4
t857,t857_c1
t857,t857_c2
t857,t857_c3
t858,t858_c1
t858,t858_c2
t859,t859_c1
t859,t859_c2
t859,t859_c3
t86,t86_c1
t86,t86_c2
t86,t86_c3
t86,t86_c4
t860,t860_c1
t860,t860_c2
t860,t860_c3
t861,t861_c1
t861,t861_c2
t861,t861_c3
t862,t862_c1
t862,t862_c2
t862,t862_c3
t863,t863_c1
t863,t863_c2
t863,t863_c3
t864,t864_c1
t864,t864_c2
t864,t864_c3
t864,t864_c4
t865,t865_c1
t865,t865_c2
t866,t866_c1
t866,t866_c2
t866,t866_c3
t866,t866_c4
t867,t867_c1
t867,t867_c2
t867,t867_c3
t867,t867_c4
t868,t868_c1
t868,t868_c2
t869,t869_c1
t869,t869_c2
t869,t869_c3
t869,t869_c4
t87,t87_c1
t87,t87_c2
t87,t87_c3
t87,t87_c4
t870,t870_c1
t870,t870_c2
t870,t870_c3
t870,t870_c4
t871,t871_c1
t871,t871_c2
t871,t871_c3
t871,t871_c4
t872,t872_c1
t872,t872_c2
t872,t872_c3
t872,t872_c4
t873,t873_c1
t873,t873_c2
t874,t874_c1
t874,t874_c2
t874,t874_c3
t874,t874_c4
t875,t875_c1
t875,t875_c2
t875,t875_c3
t875,t875_c4
t876,t876_c1
t876,t876_c2
t877,t877_c1
t877,t877_c2
t877,t877_c3
t877,t877_c4
t878,t878_c1
t878,t878_c2
t878,t878_c3
t878,t878_c4
t879,t879_c1
t879,t879_c2
t88,t88_c1
t88,t88_c2
t880,t880_c1
t880,t880_c2
t880,t880_c3
t880,t880_c4
t881,t881_c1
t881,t881_c2
t882,t882_c1
t882,t882_c2
t882,t882_c3
t883,t883_c1
t883,t883_c2
t883,t883_c3
t884,t884_c1
t884,t884_c2
t884,t884_c3
t884,t884_c4
t885,t885_c1
t885,t885_c2
t885,t885_c3
t886,t886_c1
t886,t886_c2
t887,t887_c1
t887,t887_c2
t888,t888_c1
t888,t888_c2
t888,t888_c3
t889,t889_c1
t889,t889_c2
t889,t889_c3
t889,t889_c4
t89,t89_c1
t89,t89_c2
t89,t89_c3
t890,t890_c1
t890,t890_c2
t890,t890_c3
t891,t891_c1
t891,t891_c2
t891,t891_c3
t892,t892_c1
t892,t892_c2
t892,t892_c3
t892,t892_c4
t893,t893_c1
t893,t893_c2
t893,t893_c3
t894,t894_c1
t894,t894_c2
t894,t894_c3
t894,t894_c4
t895,t895_c1
t895,t895_c2
t895,t895_c3
t895,t895_c4
t896,t896_c1
t896,t896_c2
t896,t896_c3
t897,t897_c1
t897,t897_c2
t897,t897_c3
t897,t897_c4
t898,t898_c1
t898,t898_c2
t899,t899_c1
t899,t899_c2
t899,t899_c3
t9,t9_c1
t9,t9_c2
t9,t9_c3
t90,t90_c1
t90,t90_c2
t900,t900_c1
t900,t900_c2
t900,t900_c3
t901,t901_c1
t901,t901_c2
t901,t901_c3
t901,t901_c4
t902,t902_c1
t902,t902_c2
t902,t902_c3
t902,t902_c4
t903,t903_c1
t903,t903_c2
t904,t904_c1
t904,t904_c2
t904,t904_c3
t905,t905_c1
t905,t905_c2
t906,t906_c1
t906,t906_c2
t907,t907_c1
t907,t907_c2
t908,t908_c1
t908,t908_c2
t908,t908_c3
t908,t908_c4
t909,t909_c1
t909,t909_c2
t909,t909_c3
t909,t909_c4
t91,t91_c1
t91,t91_c2
t91,t91_c3
t91,t91_c4
t910,t910_c1
t910,t910_c2
t910,t910_c3
t910,t910_c4
t911,t911_c1
t911,t911_c2
t911,t911_c3
t911,t911_c4
t912,t912_c1
t912,t912_c2
t912,t912_c3
t912,t912_c4
t913,t913_c1
t913,t913_c2
t913,t913_c3
t913,t913_c4
t914,t914_c1
t914,t914_c2
t914,t914_c3
t914,t914_c4
t915,t915_c1
t915,t915_c2
t915,t915_c3
t915,t915_c4
t916,t916_c1
t916,t916_c2
t916,t916_c3
t916,t916_c4
t917,t917_c1
t917,t917_c2
t918,t918_c1
t918,t918_c2
t918,t918_c3
t918,t918_c4
t919,t919_c1
t919,t919_c2
t919,t919_c3
t919,t919_c4
t92,t92_c1
t92,t92_c2
t920,t920_c1
t920,t920_c2
t920,t920_c3
t921,t921_c1
t921,t921_c2
t921,t921_c3
t921,t921_c4
t922,t922_c1
t922,t922_c2
t922,t922_c3
t923,t923_c1
t923,t923_c2
t924,t924_c1
t924,t924_c2
t924,t924_c3
t925,t925_c1
t925,t925_c2
t926,t926_c1
t926,t926_c2
t926,t926_c3
t926,t926_c4
t927,t927_c1
t927,t927_c2
t928,t928_c1
t928,t928_c2
t928,t928_c3
t928,t928_c4
t929,t929_c1
t929,t929_c2
t929,t929_c3
t93,t93_c1
t93,t93_c2
t930,t930_c1
t930,t930_c2
t931,t931_c1
t931,t931_c2
t931,t931_c3
t931,t931_c4
t932,t932_c1
t932,t932_c2
t933,t933_c1
t933,t933_c2
t933,t933_c3
t933,t933_c4
t934,t934_c1
t934,t934_c2
t934,t934_c3
t935,t935_c1
t935,t935_c2
t936,t936_c1
t936,t936_c2
t936,t936_c3
t937,t937_c1
t937,t937_c2
t938,t938_c1
t938,t938_c2
t939,t939_c1
t939,t939_c2
t94,t94_c1
t94,t94_c2
t94,t94_c3
t940,t940_c1
t940,t940_c2
t940,t940_c3
t940,t940_c4
t941,t941_c1
t941,t941_c2
t942,t942_c1
t942,t942_c2
t943,t943_c1
t943,t943_c2
t944,t944_c1
t944,t944_c2
t944,t944_c3
t944,t944_c4
t945,t945_c1
t945,t945_c2
t946,t946_c1
t946,t946_c2
t946,t946_c3
t947,t947_c1
t947,t947_c2
t948,t948_c1
t948,t948_c2
t948,t948_c3
t949,t949_c1
t949,t949_c2
t949,t949_c3
t95,t95_c1
t95,t95_c2
t95,t95_c3
t950,t950_c1
t950,t950_c2
t950,t950_c3
t950,t950_c4
t951,t951_c1
t951,t951_c2
t951,t951_c3
t951,t951_c4
t952,t952_c1
t952,t952_c2
t953,t953_c1
t953,t953_c2
t953,t953_c3
t954,t954_c1
t954,t954_c2
t955,t955_c1
t955,t955_c2
t955,t955_c3
t956,t956_c1
t956,t956_c2
t956,t956_c3
t957,t957_c1
t957,t957_c2
t957,t957_c3
t958,t958_c1
t958,t958_c2
t958,t958_c3
t958,t958_c4
t959,t959_c1
t959,t959_c2
t96,t96_c1
t96,t96_c2
t96,t96_c3
t96,t96_c4
t960,t960_c1
t960,t960_c2
t960,t960_c3
t961,t961_c1
t961,t961_c2
t962,t962_c1
t962,t962_c2
t962,t962_c3
t963,t963_c1
t963,t963_c2
t963,t963_c3
t964,t964_c1
t964,t964_c2
t964,t964_c3
t965,t965_c1
t965,t965_c2
t965,t965_c3
t966,t966_c1
t966,t966_c2
t966,t966_c3
t966,t966_c4
t967,t967_c1
t967,t967_c2
t967,t967_c3
t967,t967_c4
t968,t968_c1
t968,t968_c2
t968,t968_c3
t969,t969_c1
t969,t969_c2
t969,t969_c3
t969,t969_c4
t97,t97_c1
t97,t97_c2
t970,t970_c1
t970,t970_c2
t971,t971_c1
t971,t971_c2
t971,t971_c3
t972,t972_c1
t972,t972_c2
t972,t972_c3
t972,t972_c4
t973,t973_c1
t973,t973_c2
t973,t973_c3
t973,t973_c4
t974,t974_c1
t974,t974_c2
t975,t975_c1
t975,t975_c2
t975,t975_c3
t975,t975_c4
t976,t976_c1
t976,t976_c2
t977,t977_c1
t977,t977_c2
t977,t977_c3
t977,t977_c4
t978,t978_c1
t978,t978_c2
t978,t978_c3
t979,t979_c1
t979,t979_c2
t98,t98_c1
t98,t98_c2
t98,t98_c3
t98,t98_c4
t980,t980_c1
t980,t980_c2
t980,t980_c3
t980,t980_c4
t981,t981_c1
t981,t981_c2
t982,t982_c1
t982,t982_c2
t983,t983_c1
t983,t983_c2
t983,t983_c3
t983,t983_c4
t984,t984_c1
t984,t984_c2
t985,t985_c1
t985,t985_c2
t985,t985_c3
t986,t986_c1
t986,t986_c2
t986,t986_c3
t986,t986_c4
t987,t987_c1
t987,t987_c2
t987,t987_c3
t987,t987_c4
t988,t988_c1
t988,t988_c2
t988,t988_c3
t988,t988_c4
t989,t989_c1
t989,t989_c2
t989,t989_c3
t989,t989_c4
t99,t99_c1
t99,t99_c2
t99,t99_c3
t990,t990_c1
t990,t990_c2
t991,t991_c1
t991,t991_c2
t991,t991_c3
t992,t992_c1
t992,t992_c2
t993,t993_c1
t993,t993_c2
t994,t994_c1
t994,t994_c2
t995,t995_c1
t995,t995_c2
t995,t995_c3
t995,t995_c4
t996,t996_c1
t996,t996_c2
t997,t997_c1
t997,t997_c2
t997,t997_c3
t998,t998_c1
t998,t998_c2
t998,t998_c3
t999,t999_c1
t999,t999_c2
t999,t999_c3
t999,t999_c4
